,Source,Destination,Starting At,Reaching At,Total Distance,Direction,Drive for_miles,Reach at,Street/Highway,Description,Delay_min,type of incident,Incident Latitude,incident Logintude
2233,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto ramp.,0.088,1 days 04:17:15.000000000,No Street,I-84 W/B: intermittent lane closures at Potter School Rd,0.0,Construction,41.938648,-72.229286
2234,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto ramp.,0.088,1 days 04:17:15.000000000,No Street,I-84: restrictions between I-84 Exit 71 / Mihaliak Rd / Lohse Rd and Exit 72 CT-89,0.0,Construction,41.958336,-72.195976
2235,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto ramp.,0.088,1 days 04:17:15.000000000,No Street,MA-147 Memorial Ave: restrictions at River St,0.0,Construction,42.090759,-72.626389
2236,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto ramp.,0.088,1 days 04:17:15.000000000,No Street,I-91 N/B: bridge maintenance work at Exit 18 US-5 Mt Tom Rd,0.0,Construction,42.30632,-72.624008
2237,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto ramp.,0.088,1 days 04:17:15.000000000,No Street,Damon Rd: intermittent lane closures at I-91 Exit 19,0.0,Construction,42.33379,-72.620796
2238,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto ramp.,0.088,1 days 04:17:15.000000000,No Street,I-95 N/B: restrictions at Exit 26 US-20 Boston Post Rd,0.0,Construction,42.374306,-71.267876
2239,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto ramp.,0.088,1 days 04:17:15.000000000,No Street,I-95 S/B: restrictions at I-95 Exits 26,0.0,Construction,42.374386,-71.268127
2240,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Callowhill St: new road layout between 17th St and 15th St,0.0,Construction,39.959789,-75.163719
2241,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Callowhill St: new road layout between 17th St and 15th St,0.0,Construction,39.959789,-75.163719
2242,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,I-95 S/B: exit ramp to E Girard Ave W/B closed.,0.0,Construction,39.973728,-75.12043
2243,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Dauphin St: road closed from American St to 3rd St,0.0,Construction,39.985661,-75.138657
2244,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,US-1 S/B: entry ramp from W Cayuga St closed.,0.0,Construction,40.020618,-75.154716
2245,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Cheltenham Ave N/B: exit ramp closed at PA-611 Old York Rd,0.0,Construction,40.06192,-75.136642
2246,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Cheltenham Ave N/B: exit ramp closed at PA-611 Old York Rd,0.0,Construction,40.06192,-75.136642
2247,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,I-95 S/B: two lanes closed between Exit 39 PA-413 Veterans Hwy and Exit 37 Street Rd,0.0,Construction,40.083244,-74.934753
2248,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Tyson Ave: road closed from Custer Ave to Edge Hill Rd,0.0,Construction,40.113899,-75.152473
2249,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,PA-132 Street Rd: intermittent lane closures between Old Lincoln Hwy and Greenwood Sq,0.0,Construction,40.123859,-74.962601
2250,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,US-1: intermittent lane closures from Rockhill Dr to Lincoln Hwy,0.0,Construction,40.149837,-74.949638
2251,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,I-295 S/B: entry ramp from NJ-175 River Rd N/B closed.,0.0,Construction,40.260929,-74.844551
2252,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,I-295 N/B: entry ramp from River Rd S/B closed.,0.0,Construction,40.263699,-74.841057
2253,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Limekiln Rd: road closed between Shady Retreat Rd and Cooks Run Rd,0.0,Construction,40.312038,-75.143547
2254,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Alexander Rd: road closed from Canal Rd to Canal Pointe Blvd,0.0,Construction,40.3288,-74.646568
2255,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Alexander St: road closed between Lawrence Dr and Delaware And Raritan Canal Towpath,0.0,Construction,40.331902,-74.65255
2256,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Baekeland Ave: road closed between Cedar Ave and Clawson St,0.0,Construction,40.56321,-74.501961
2257,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Patterson Ave: road closed intermittently between Graham Blvd and Jefferson Ave,0.0,Construction,40.575039,-74.087578
2258,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Jefferson Ave: road closed intermittently from Husson St to Railroad Ave,0.0,Construction,40.584011,-74.102501
2259,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,PA-611 Easton Rd: lane closed between PA-212 and Durham Rd,0.0,Construction,40.58633,-75.193207
2260,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Rockland Ave: road closed intermittently between Slayton Ave and Keating Pl,0.0,Construction,40.59259,-74.155357
2261,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,10th St: road closed intermittently from Avenue P to Quentin Rd,0.0,Construction,40.607719,-73.962967
2262,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,78th St: road closed intermittently from 7th Ave to 10th Ave,0.0,Construction,40.622559,-74.015808
2263,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,44th St E/B: road closed between 4th Ave and 7th Ave,0.0,Accident,40.645802,-74.002411
2264,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,5th Ave: road closed between 43rd St and 45th St,0.0,Accident,40.6479,-74.007393
2265,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Bergen St: road closed intermittently from New York Ave to Mother Gaston Blvd,0.0,Construction,40.67384,-73.908386
2266,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Aqueduct Rd N/B: road closed from Lefferts Blvd to Rockaway Blvd,0.0,Construction,40.678101,-73.830811
2267,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,145th St: road closed intermittently from 116th Ave to Foch Blvd,0.0,Construction,40.679611,-73.79641
2268,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Bond St: road closed intermittently from Degraw St to Sackett St,0.0,Construction,40.68058,-73.989128
2269,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Putnam Ave: road closed intermittently from Central Ave to Evergreen Ave,0.0,Construction,40.690701,-73.916191
2270,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Duffield St: road closed intermittently from Concord St to Tillary St,0.0,Construction,40.696098,-73.984108
2271,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Spencer St: road closed intermittently from Flushing Ave to Park Ave,0.0,Construction,40.696869,-73.955643
2272,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Harrison Pl: road closed from Stewart Ave to Flushing Ave,0.0,Construction,40.707581,-73.923973
2273,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,4th St: construction from Kent Ave to Wythe Ave,0.0,Construction,40.712849,-73.96579
2274,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Union Tpke W/B: left lane closed between 138th St and Union Tpke,0.0,Construction,40.714264,-73.831459
2275,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Suffolk St S/B: road closed from Delancey St to Grand St,0.0,Construction,40.716202,-73.987534
2276,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,7th St: road closed intermittently from Bedford Ave to Driggs Ave,0.0,Construction,40.717018,-73.956429
2277,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Suffolk St: road closed intermittently from Broome St to Delancey St,0.0,Construction,40.718109,-73.986549
2278,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,St Johns Ln: road closed from Laight St to York St,0.0,Construction,40.721081,-74.005836
2279,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Greene St: road closed intermittently from Canal St to Grand St,0.0,Construction,40.721642,-74.00219
2280,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,66th Rd: road closed intermittently from 108th St to 110th St,0.0,Construction,40.73027,-73.845757
2281,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,54th Ave: road closed between 43rd St and Laurel Hill Blvd,0.0,Construction,40.732552,-73.925537
2282,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Pulaski Skwy N/B: exit ramp to Broadway Way closed.,0.0,Construction,40.737572,-74.078972
2283,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,13th St: road closed intermittently between 9th Ave and Hudson St,0.0,Construction,40.740028,-74.005287
2284,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Little West 12th St: road closed intermittently between 9th Ave and Washington St,0.0,Construction,40.740311,-74.007957
2285,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,15th St: road closed intermittently between 8th Ave and 9th Ave,0.0,Construction,40.741619,-74.004791
2286,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,1st St E/B: road closed from 3rd Ave to Mineola Blvd,0.0,Construction,40.742371,-73.64061
2287,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,3rd Ave N/B: road closed from 1st St to Harrison Ave,0.0,Construction,40.742771,-73.642174
2288,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,3rd Ave N/B: road closed from 1st St to Harrison Ave,0.0,Construction,40.742771,-73.642174
2289,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,31st St: road closed between 9th Ave / 31st St and NY-495 Dyer Ave,0.0,Construction,40.752201,-73.999382
2290,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,31st St: road closed intermittently from 9th Ave to NY-495 Lincoln Tunnel Expy,0.0,Construction,40.75222,-73.999428
2291,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,33rd St: road closed intermittently from 10th Ave to Hudson Blvd,0.0,Construction,40.754501,-74.00103
2292,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,"NY-135 S/B: intermittent ramp closures between Exits 14E,14W and Exit 9",0.0,Construction,40.755608,-73.474922
2293,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,49th St: road closed between 5th Ave and 6th Ave,0.0,Construction,40.75927,-73.980873
2294,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,5th Ave: intermittent lane closures from 48th St to 52nd St,0.0,Construction,40.759789,-73.976288
2295,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,50th St: road closed between 5th Ave and 6th Ave,0.0,Construction,40.759899,-73.980408
2296,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Ed Koch Queensboro Brg-Lower Level W/B: exit ramp to E 60th St closed.,0.0,Construction,40.760811,-73.963409
2297,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,6th Ave: intermittent lane closures from 48th St to 52nd St,0.0,Construction,40.761162,-73.979477
2298,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,38th Ave: road closed intermittently from 208th St to 217th St,0.0,Construction,40.767529,-73.766663
2299,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,102nd St N/B: road closed from Ditmars Blvd to La Guardia Rd,0.0,Construction,40.769821,-73.868568
2300,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,NJ-495 E/B: one lane closed near County Hwy-501 Junction,0.0,Construction,40.773621,-74.034576
2301,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Columbia Ave W/B: road closed from Jane St to CR-681 Paterson Plank Rd,0.0,Construction,40.774281,-74.039932
2302,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,84th St: road closed intermittently between End Ave and York Ave,0.0,Construction,40.774609,-73.94809
2303,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Westmoreland Pl: road closed intermittently from Shore Rd to West Dr,0.0,Construction,40.776588,-73.752892
2304,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,I-295 	Throgs Neck Bridge: intermittent lane closures from Exit 9 to Exit 7,0.0,Construction,40.788567,-73.788544
2305,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Garden State Pkwy S/B: construction at Exit 148,0.0,Construction,40.789612,-74.195488
2306,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,NJ-3 W/B: entry ramp from NJ-120 S/B closed.,0.0,Construction,40.806591,-74.07444
2307,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,3rd Ave Brg: exit ramp to Harlem River Dr S/B lane closed.,0.0,Construction,40.807331,-73.935089
2308,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,144th St: construction work from Concord Ave to Wales Ave,0.0,Construction,40.809269,-73.908531
2309,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,142nd St: road closed intermittently from Brook Ave to St Anns Ave,0.0,Construction,40.809689,-73.915619
2310,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,145th St: construction work from Timpson Pl to Concord Ave,0.0,Construction,40.810329,-73.909126
2311,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,145th St: construction work from Concord Ave to Jackson Ave,0.0,Construction,40.81052,-73.910042
2312,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,145th St: construction work from Concord Ave to Jackson Ave,0.0,Construction,40.81052,-73.910042
2313,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,NJ-3: construction between Park Ave and NJ-17 Rutherford Ave,0.0,Construction,40.810741,-74.100647
2314,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,NJ-3: left lane closed between Park Ave and NJ-17 Junction,0.0,Construction,40.811165,-74.10202
2315,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Tinton Ave: construction work from 147th St to 149th St,0.0,Construction,40.812672,-73.906349
2316,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,Wales Ave: construction work from 144th St to 149th St,0.0,Construction,40.812851,-73.907257
2317,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,130th St E/B: road closed from 12th Ave to Broadway,0.0,Construction,40.816891,-73.957283
2318,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,CR-16 Horse Block Rd: road closed between Express Dr and Hagerman Ave,0.0,Construction,40.820419,-72.970619
2319,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Turn slight right onto N Harvard St.,0.05,1 days 04:17:23.000000000,N Harvard St,NY-895 N/B: one lane closed from Westchester Ave to 174th St,0.0,Construction,40.833195,-73.88353
